"PC1","PC2","PC3","PC4","PC5"
-1.74815659513639,0.330553058496896,-0.67563897920762,-0.165350051969672,0.701512196719181
-0.575549418465624,0.962905638815631,-1.65839755198858,1.09461458457287,-0.00634748728422995
0.356820094547724,1.03182870619477,2.71660817667282,-3.01077298374334,2.94276812268044
-2.51030105197098,0.265512759738172,-0.963109714238668,0.415536333655575,0.206636543890048
-2.97233827988818,-1.17026048312913,-0.513335457142466,0.938355249019913,1.30431503773586
0.00248962848901777,0.122879177045028,1.59516048300396,-0.687894846497976,1.39683102172339
-0.07388911402632,-2.03787766587087,0.00328399235242489,-1.69445236875413,0.534363963975997
2.2199730761199,-0.000536225648847026,-0.365002160198223,-0.722085775272502,-0.261956773993351
0.596512356876596,-0.907716230225627,-1.46750031233297,-0.0875939799843161,-0.272813103013877
1.23240004855947,2.74859763564345,3.15313247703172,0.425105006317145,-2.77925908277984
-1.66547543532962,0.13210497838113,-0.902342152968338,-1.45642221011003,-0.267487020575037
3.60432280610052,-1.71922213234538,2.36411703613965,-0.48820148889825,-3.01051075688666
3.02642383700929,-2.8082743766987,3.5640633123376,0.430041448518211,0.783331130308556
-0.415899011807266,-0.718664481138721,0.209628768545783,0.504134113440159,2.5387913901093
0.323406022637068,-1.53095383444612,-0.673208291207878,0.105080628468536,0.504687154596637
0.368258612000433,0.738110049327896,1.1854968473335,0.480389486614008,-3.41418841050931
5.04216170556655,0.00910144264698026,-1.30196365241493,-0.263536905968973,1.10204360085576
-2.95596696769929,-1.1272066531198,-1.81377325484791,0.33477659540684,-0.251828257895393
-4.64715231819574,-2.05893481353295,-0.350036374324006,-1.1987188535362,-0.140760610167312
4.39243534838215,-3.73458591183355,1.22489292868554,-0.0169064797648772,2.22749638824472
-1.45634092683066,-0.914394119048344,1.51260688086655,-1.10993689672951,0.317720212587008
-0.832808375348907,1.6386796046673,-0.905430307602779,1.21024373479347,-0.0646623445302858
2.03569882999312,-1.33457155253683,-1.4207705947031,-1.55635019548613,0.723262306018042
-2.99386436421989,-1.03582768987621,3.99198774889707,0.270794344363974,-0.388868763123395
-2.32683780458325,0.429495449398453,-1.10146533185973,0.367047991258031,0.379678361578513
-3.53328230733967,0.117568541097446,0.873316549279461,1.63823945466377,0.0379255693221955
-0.335732728493115,1.75475238953265,0.120614598461868,-1.90453232888573,-1.46881572934265
11.0278071278216,1.86198489362379,6.06650520295615,4.18020244747726,-6.56661417497878
0.528703072311542,0.768279542406154,4.73310106451144,0.108271072865465,-0.838701771233905
-2.75504411016971,-0.598245160162993,-0.0146917134649204,0.647421873356172,-0.336832450744129
3.8656218240713,3.26127622534314,-1.85023596486033,-0.285378369657373,-1.86360937904733
0.552089816960432,-2.23462655695434,0.421270273272257,-0.391979482411705,1.88417736697871
5.16093954716953,-5.58087639472931,0.318941736046516,-0.456705205113061,-0.488306347260349
4.56268587247484,-2.60619118704338,2.71297107729002,0.129200794094559,-0.327344357043394
-2.63906031191015,-0.586990725858608,1.61536596840254,1.52863668942009,-0.825422179962085
7.06570252257969,-5.00945598117141,0.369046340263973,2.0658348029462,-1.69274820735171
0.106573662026686,1.51886015611801,0.982519315495282,-0.231576730059873,0.48055668824084
-1.53281801072675,-1.16344978082971,1.24463247397358,0.931445018750715,1.61091499334957
4.63862776736955,4.07059191337441,1.74849172198143,3.18641511914931,5.45029278629405
-1.91727425953026,0.163394156657709,-1.72163595437255,-0.351806028795448,-0.139628088498867
1.00892643270418,-3.43575779101236,0.041921339691818,0.224674843114477,0.150318211681487
-1.68194199395781,-0.13144400557399,-0.794643838574869,-0.208972015059836,0.196581325236291
-0.905672600034513,2.47950822117071,3.72859119074959,-0.464979968894846,-3.50510421801567
-0.0972483785159804,0.820823922649658,-1.60161366547738,1.44074120832866,-0.493221702338827
3.7120298161833,-1.24210137497802,-2.12399305184097,0.159486797632362,-0.108787800613794
-0.337198329685066,1.67632742376118,-0.552407746796724,-1.07691840014852,0.923880937905167
